workload_id,decisao_id,tempo_decisao,pid,tempo_chegada,tempo_cpu_total,tempo_cpu_executado,tempo_cpu_restante,prioridade,tipo_processo,operacao_es,probabilidade_es,media_es,duracao_es,fila,tempo_espera_atual,ja_executou,vezes_executado,tempo_desde_ultima_execucao,sensivel_resposta,risco_inanicao,quantum_sugerido,qtd_processos_prontos,qtd_fila_1,qtd_fila_2,qtd_fila_3,percentual_cpu_executado,percentual_cpu_restante,selecionado
1,4,224,H01_0004_03,224,29,22,7,3,misto,1,0.44,3.72,5,2,0,1,4,3,0,0.1364,4,3,0,2,1,0.7586,0.2414,0
1,5,237,H01_0005_01,112,61,26,35,5,cpu_bound,1,0.24,0.48,6,3,65,1,1,30,0,1,8,9,6,0,3,0.4262,0.5738,0
1,5,237,H01_0005_02,235,3,2,1,1,tempo_real,0,0.0,0.0,0,1,0,1,2,5,1,0.3473,2,9,6,0,3,0.6667,0.3333,0
1,5,237,H01_0005_03,135,8,2,6,2,interativo,1,0.34,2.41,5,1,49,1,1,8,1,1,3,9,6,0,3,0.25,0.75,0
1,5,237,H01_0005_04,115,38,14,24,5,batch,0,0.0,0.0,0,3,62,1,4,11,0,1,8,9,6,0,3,0.3684,0.6316,0
1,5,237,H01_0005_05,10,16,7,9,2,interativo,1,0.28,1.86,4,1,147,1,6,143,1,1,3,9,6,0,3,0.4375,0.5625,1
1,5,237,H01_0005_06,80,15,11,4,1,interativo,0,0.0,0.0,0,1,51,1,10,15,1,1,3,9,6,0,3,0.7333,0.2667,0
1,5,237,H01_0005_07,225,50,8,42,5,cpu_bound,0,0.0,0.0,0,3,4,1,5,2,0,0.1182,8,9,6,0,3,0.16,0.84,0
1,5,237,H01_0005_08,196,15,0,15,2,interativo,1,0.53,1.61,4,1,20,0,0,0,1,0.6655,3,9,6,0,3,0.0,1.0,0
1,5,237,H01_0005_09,162,5,0,5,2,interativo,1,0.62,2.43,2,1,21,0,0,0,1,0.6836,3,9,6,0,3,0.0,1.0,0
1,6,90,H01_0006_01,70,23,14,9,2,misto,1,0.59,3.84,3,2,11,1,11,9,0,0.3818,4,7,1,3,3,0.6087,0.3913,0
1,6,90,H01_0006_02,65,9,4,5,3,io_bound,1,0.83,5.84,9,2,3,1,1,6,0,0.1909,4,7,1,3,3,0.4444,0.5556,0
1,6,90,H01_0006_03,27,56,11,45,3,cpu_bound,0,0.0,0.0,0,3,41,1,11,4,0,1,8,7,1,3,3,0.1964,0.8036,0
1,6,90,H01_0006_04,76,33,31,2,5,batch,0,0.0,0.0,0,3,4,1,1,7,0,0.1182,8,7,1,3,3,0.9394,0.0606,0
1,6,90,H01_0006_05,2,12,2,10,2,misto,1,0.4,3.74,6,2,63,1,2,34,0,1,4,7,1,3,3,0.1667,0.8333,1
1,6,90,H01_0006_06,72,6,4,2,1,tempo_real,0,0.0,0.0,0,1,3,1,1,7,1,0.4018,2,7,1,3,3,0.6667,0.3333,0
1,6,90,H01_0006_07,68,57,9,48,3,cpu_bound,0,0.0,0.0,0,3,6,1,8,10,0,0.2455,8,7,1,3,3,0.1579,0.8421,0
1,7,4,H01_0007_01,2,45,13,32,5,cpu_bound,0,0.0,0.0,0,3,0,1,11,5,0,0.0455,8,6,1,2,3,0.2889,0.7111,0
1,7,4,H01_0007_02,0,9,3,6,1,tempo_real,0,0.0,0.0,0,1,1,1,3,5,1,0.3655,2,6,1,2,3,0.3333,0.6667,1
1,7,4,H01_0007_03,0,60,35,25,5,batch,1,0.47,3.09,12,3,4,1,2,1,0,0.1182,8,6,1,2,3,0.5833,0.4167,0
1,7,4,H01_0007_04,3,21,12,9,2,misto,1,0.41,2.68,6,2,0,1,1,5,0,0.1818,4,6,1,2,3,0.5714,0.4286,0
1,7,4,H01_0007_05,2,63,36,27,3,cpu_bound,0,0.0,0.0,0,3,2,1,6,6,0,0.1727,8,6,1,2,3,0.5714,0.4286,0
1,7,4,H01_0007_06,3,15,10,5,4,io_bound,1,0.87,5.32,8,2,0,1,9,0,0,0.0909,4,6,1,2,3,0.6667,0.3333,0
1,8,267,H01_0008_01,66,14,2,12,1,interativo,1,0.65,1.76,3,1,199,1,2,35,1,1,3,5,3,1,1,0.1429,0.8571,1
1,8,267,H01_0008_02,174,4,2,2,2,tempo_real,0,0.0,0.0,0,1,5,1,2,5,1,0.3927,2,5,3,1,1,0.5,0.5,0
1,8,267,H01_0008_03,65,34,3,31,5,cpu_bound,0,0.0,0.0,0,3,99,1,3,72,0,1,8,5,3,1,1,0.0882,0.9118,0
1,8,267,H01_0008_04,196,5,2,3,1,tempo_real,0,0.0,0.0,0,1,45,1,1,11,1,1,2,5,3,1,1,0.4,0.6,0
1,8,267,H01_0008_05,229,14,8,6,3,misto,1,0.34,1.81,7,2,29,1,2,27,0,0.6636,4,5,3,1,1,0.5714,0.4286,0
1,9,248,H01_0009_01,157,11,4,7,3,interativo,1,0.3,2.45,6,1,49,1,4,6,1,1,3,3,1,1,1,0.3636,0.6364,0
1,9,248,H01_0009_02,126,42,21,21,3,cpu_bound,0,0.0,0.0,0,3,78,1,8,43,0,1,8,3,1,1,1,0.5,0.5,0
1,9,248,H01_0009_03,156,8,7,1,2,io_bound,1,0.68,5.55,8,2,78,1,7,12,0,1,4,3,1,1,1,0.875,0.125,1
1,10,70,H01_0010_01,44,11,2,9,3,io_bound,1,0.89,5.88,5,2,21,1,1,26,0,0.5182,4,9,3,5,1,0.1818,0.8182,0
1,10,70,H01_0010_02,65,4,2,2,1,tempo_real,0,0.0,0.0,0,1,5,1,2,2,1,0.4382,2,9,3,5,1,0.5,0.5,0
1,10,70,H01_0010_03,65,14,4,10,4,io_bound,1,0.8,3.25,4,2,5,1,4,8,0,0.1818,4,9,3,5,1,0.2857,0.7143,0
1,10,70,H01_0010_04,20,16,1,15,3,io_bound,1,0.84,4.71,7,2,14,1,1,10,0,0.3909,4,9,3,5,1,0.0625,0.9375,0
1,10,70,H01_0010_05,35,13,7,6,4,misto,1,0.63,2.89,6,2,2,1,3,5,0,0.1273,4,9,3,5,1,0.5385,0.4615,0
1,10,70,H01_0010_06,16,17,9,8,3,io_bound,1,0.62,5.31,8,2,14,1,3,13,0,0.3909,4,9,3,5,1,0.5294,0.4706,0
1,10,70,H01_0010_07,30,55,44,11,5,cpu_bound,0,0.0,0.0,0,3,40,1,8,3,0,0.9527,8,9,3,5,1,0.8,0.2,0
1,10,70,H01_0010_08,14,11,3,8,2,interativo,1,0.57,2.75,5,1,42,1,3,9,1,1,3,9,3,5,1,0.2727,0.7273,0
1,10,70,H01_0010_09,6,5,4,1,2,interativo,1,0.6,1.81,4,1,43,1,1,15,1,1,3,9,3,5,1,0.8,0.2,1
1,11,147,H01_0011_01,49,22,17,5,5,batch,0,0.0,0.0,0,3,62,1,6,37,0,1,8,8,1,4,3,0.7727,0.2273,0
1,11,147,H01_0011_02,49,19,15,4,4,io_bound,1,0.81,4.34,11,2,9,1,6,9,0,0.2545,4,8,1,4,3,0.7895,0.2105,0
1,11,147,H01_0011_03,19,21,10,11,3,misto,0,0.0,0.0,0,2,50,1,3,4,0,1,4,8,1,4,3,0.4762,0.5238,0
1,11,147,H01_0011_04,5,12,1,11,3,io_bound,1,0.68,5.38,7,2,24,1,1,1,0,0.5727,4,8,1,4,3,0.0833,0.9167,0
1,11,147,H01_0011_05,0,10,8,2,2,interativo,1,0.62,1.26,5,1,105,1,3,104,1,1,3,8,1,4,3,0.8,0.2,1
1,11,147,H01_0011_06,24,39,9,30,3,cpu_bound,1,0.14,0.5,5,3,104,1,3,50,0,1,8,8,1,4,3,0.2308,0.7692,0
1,11,147,H01_0011_07,122,32,2,30,4,cpu_bound,0,0.0,0.0,0,3,25,1,1,17,0,0.5455,8,8,1,4,3,0.0625,0.9375,0
1,11,147,H01_0011_08,129,20,13,7,4,io_bound,1,0.84,4.55,9,2,13,1,6,12,0,0.3273,4,8,1,4,3,0.65,0.35,0
1,12,215,H01_0012_01,133,49,41,8,5,batch,0,0.0,0.0,0,3,66,1,6,15,0,1,8,8,1,1,6,0.8367,0.1633,0
1,12,215,H01_0012_02,200,42,37,5,5,batch,1,0.4,1.57,12,3,11,1,4,2,0,0.2455,8,8,1,1,6,0.881,0.119,0
1,12,215,H01_0012_03,49,40,13,27,4,cpu_bound,1,0.24,1.1,4,3,96,1,2,41,0,1,8,8,1,1,6,0.325,0.675,1
1,12,215,H01_0012_04,206,51,28,23,5,cpu_bound,1,0.19,0.51,4,3,2,1,3,7,0,0.0818,8,8,1,1,6,0.549,0.451,0
1,12,215,H01_0012_05,86,43,38,5,4,cpu_bound,0,0.0,0.0,0,3,107,1,3,16,0,1,8,8,1,1,6,0.8837,0.1163,0
1,12,215,H01_0012_06,189,8,7,1,3,interativo,0,0.0,0.0,0,1,9,1,7,10,1,0.42,3,8,1,1,6,0.875,0.125,0
1,12,215,H01_0012_07,197,6,0,6,3,io_bound,1,0.81,3.01,7,2,3,0,0,0,0,0.1909,4,8,1,1,6,0.0,1.0,0
1,12,215,H01_0012_08,141,27,23,4,4,cpu_bound,1,0.15,1.2,6,3,49,1,3,40,0,1,8,8,1,1,6,0.8519,0.1481,0
1,13,48,H01_0013_01,34,17,3,14,3,io_bound,1,0.69,3.02,5,2,5,1,2,8,0,0.2273,4,6,3,1,2,0.1765,0.8235,0
1,13,48,H01_0013_02,31,34,11,23,4,cpu_bound,0,0.0,0.0,0,3,1,1,11,0,0,0.1091,8,6,3,1,2,0.3235,0.6765,0
1,13,48,H01_0013_03,31,9,8,1,2,tempo_real,0,0.0,0.0,0,1,8,1,1,10,1,0.4473,2,6,3,1,2,0.8889,0.1111,1
1,13,48,H01_0013_04,17,15,12,3,3,interativo,1,0.47,1.55,3,1,21,1,3,6,1,0.6382,3,6,3,1,2,0.8,0.2,0
1,13,48,H01_0013_05,27,13,6,7,3,interativo,1,0.42,2.99,2,1,5,1,6,5,1,0.3473,3,6,3,1,2,0.4615,0.5385,0
1,13,48,H01_0013_06,19,35,7,28,5,cpu_bound,0,0.0,0.0,0,3,13,1,7,6,0,0.2818,8,6,3,1,2,0.2,0.8,0
1,14,15,H01_0014_01,2,18,12,6,2,misto,0,0.0,0.0,0,2,3,1,9,6,0,0.2364,4,5,1,3,1,0.6667,0.3333,0
1,14,15,H01_0014_02,2,13,11,2,3,misto,1,0.66,3.74,5,2,6,1,7,11,0,0.2455,4,5,1,3,1,0.8462,0.1538,0
1,14,15,H01_0014_03,0,27,12,15,4,batch,0,0.0,0.0,0,3,4,1,3,2,0,0.1636,8,5,1,3,1,0.4444,0.5556,0
1,14,15,H01_0014_04,1,11,1,10,3,interativo,1,0.44,2.45,4,1,9,1,1,9,1,0.42,3,5,1,3,1,0.0909,0.9091,1
1,14,15,H01_0014_05,2,15,4,11,2,misto,1,0.58,3.27,6,2,10,1,4,2,0,0.3636,4,5,1,3,1,0.2667,0.7333,0
1,15,410,H01_0015_01,393,19,2,17,3,io_bound,1,0.72,4.14,10,2,6,1,1,1,0,0.2455,4,5,1,3,1,0.1053,0.8947,0
1,15,410,H01_0015_02,184,12,7,5,3,io_bound,0,0.0,0.0,0,2,62,1,2,57,0,1,4,5,1,3,1,0.5833,0.4167,0
1,15,410,H01_0015_03,304,14,1,13,2,io_bound,1,0.63,4.9,8,2,105,1,1,0,0,1,4,5,1,3,1,0.0714,0.9286,0
1,15,410,H01_0015_04,272,28,21,7,4,cpu_bound,0,0.0,0.0,0,3,87,1,10,84,0,1,8,5,1,3,1,0.75,0.25,0
1,15,410,H01_0015_05,8,10,0,10,1,tempo_real,0,0.0,0.0,0,1,134,0,0,0,1,1,2,5,1,3,1,0.0,1.0,1
1,16,119,H01_0016_01,83,16,15,1,2,interativo,1,0.48,1.36,6,1,19,1,4,10,1,0.6473,3,5,2,3,0,0.9375,0.0625,1
1,16,119,H01_0016_02,80,6,0,6,3,interativo,0,0.0,0.0,0,1,24,0,0,0,1,0.6927,3,5,2,3,0,0.0,1.0,0
1,16,119,H01_0016_03,18,25,17,8,4,misto,1,0.43,2.17,3,2,72,1,7,33,0,1,4,5,2,3,0,0.68,0.32,0
1,16,119,H01_0016_04,73,17,4,13,2,misto,1,0.67,2.55,6,2,23,1,4,3,0,0.6,4,5,2,3,0,0.2353,0.7647,0
1,16,119,H01_0016_05,10,18,16,2,3,io_bound,1,0.64,4.24,5,2,21,1,6,13,0,0.5182,4,5,2,3,0,0.8889,0.1111,0
1,17,409,H01_0017_01,2,35,13,22,5,batch,0,0.0,0.0,0,3,309,1,8,129,0,1,8,4,0,2,2,0.3714,0.6286,1
1,17,409,H01_0017_02,225,29,12,17,5,cpu_bound,0,0.0,0.0,0,3,5,1,5,6,0,0.1364,8,4,0,2,2,0.4138,0.5862,0
1,17,409,H01_0017_03,63,11,3,8,4,io_bound,1,0.61,3.73,10,2,63,1,3,68,0,1,4,4,0,2,2,0.2727,0.7273,0
1,17,409,H01_0017_04,280,16,3,13,4,misto,1,0.5,2.97,6,2,73,1,1,49,0,1,4,4,0,2,2,0.1875,0.8125,0
1,18,307,H01_0018_01,268,65,25,40,4,cpu_bound,0,0.0,0.0,0,3,11,1,10,10,0,0.2909,8,5,1,3,1,0.3846,0.6154,0
1,18,307,H01_0018_02,177,20,15,5,2,misto,1,0.52,2.72,7,2,108,1,4,5,0,1,4,5,1,3,1,0.75,0.25,1
1,18,307,H01_0018_03,244,21,1,20,2,misto,0,0.0,0.0,0,2,49,1,1,1,0,1,4,5,1,3,1,0.0476,0.9524,0
1,18,307,H01_0018_04,269,17,16,1,3,io_bound,1,0.88,3.51,10,2,7,1,3,8,0,0.2636,4,5,1,3,1,0.9412,0.0588,0
1,18,307,H01_0018_05,275,10,5,5,1,interativo,1,0.53,1.1,2,1,5,1,2,0,1,0.4382,3,5,1,3,1,0.5,0.5,0
1,19,99,H01_0019_01,99,6,0,6,3,io_bound,1,0.81,3.29,9,2,0,0,0,0,0,0.1364,4,9,2,3,4,0.0,1.0,0
1,19,99,H01_0019_02,53,13,3,10,2,interativo,0,0.0,0.0,0,1,39,1,2,37,1,1,3,9,2,3,4,0.2308,0.7692,1
1,19,99,H01_0019_03,47,11,9,2,4,io_bound,1,0.89,3.86,5,2,37,1,1,40,0,0.7636,4,9,2,3,4,0.8182,0.1818,0
1,19,99,H01_0019_04,5,5,2,3,1,tempo_real,0,0.0,0.0,0,1,18,1,1,10,1,0.6745,2,9,2,3,4,0.4,0.6,0
1,19,99,H01_0019_05,93,46,31,15,4,cpu_bound,0,0.0,0.0,0,3,6,1,10,0,0,0.2,8,9,2,3,4,0.6739,0.3261,0
1,19,99,H01_0019_06,64,37,16,21,4,cpu_bound,0,0.0,0.0,0,3,20,1,12,2,0,0.4545,8,9,2,3,4,0.4324,0.5676,0
1,19,99,H01_0019_07,84,10,4,6,3,io_bound,1,0.72,4.28,4,2,6,1,2,5,0,0.2455,4,9,2,3,4,0.4,0.6,0
1,19,99,H01_0019_08,7,57,49,8,4,batch,1,0.3,1.35,10,3,78,1,10,4,0,1,8,9,2,3,4,0.8596,0.1404,0
1,19,99,H01_0019_09,29,50,37,13,3,cpu_bound,0,0.0,0.0,0,3,17,1,2,19,0,0.4455,8,9,2,3,4,0.74,0.26,0
1,20,228,H01_0020_01,138,15,9,6,3,misto,1,0.32,3.1,5,2,55,1,3,0,0,1,4,4,2,2,0,0.6,0.4,0
1,20,228,H01_0020_02,110,11,6,5,3,interativo,1,0.29,2.95,5,1,50,1,1,19,1,1,3,4,2,2,0,0.5455,0.4545,0
1,20,228,H01_0020_03,177,10,3,7,1,tempo_real,0,0.0,0.0,0,1,4,1,2,5,1,0.42,2,4,2,2,0,0.3,0.7,0
1,20,228,H01_0020_04,78,12,3,9,3,misto,1,0.32,2.61,3,2,99,1,2,46,0,1,4,4,2,2,0,0.25,0.75,1
1,21,363,H01_0021_01,57,26,3,23,3,cpu_bound,0,0.0,0.0,0,3,37,1,2,5,0,0.9891,8,5,1,1,3,0.1154,0.8846,0
1,21,363,H01_0021_02,128,25,15,10,5,batch,1,0.35,3.05,6,3,122,1,9,24,0,1,8,5,1,1,3,0.6,0.4,0
1,21,363,H01_0021_03,322,5,4,1,2,tempo_real,0,0.0,0.0,0,1,28,1,2,21,1,0.8109,2,5,1,1,3,0.8,0.2,1
1,21,363,H01_0021_04,267,31,22,9,5,cpu_bound,0,0.0,0.0,0,3,54,1,12,4,0,1,8,5,1,1,3,0.7097,0.2903,0
1,21,363,H01_0021_05,309,30,27,3,3,misto,1,0.33,2.33,5,2,0,1,9,3,0,0.1364,4,5,1,1,3,0.9,0.1,0
1,22,104,H01_0022_01,25,57,49,8,4,batch,1,0.33,3.32,6,3,1,1,4,6,0,0.1091,8,8,1,3,4,0.8596,0.1404,0
1,22,104,H01_0022_02,48,20,17,3,4,misto,0,0.0,0.0,0,2,0,1,8,1,0,0.0909,4,8,1,3,4,0.85,0.15,0
1,22,104,H01_0022_03,57,7,1,6,3,io_bound,1,0.78,4.27,6,2,39,1,1,1,0,0.8455,4,8,1,3,4,0.1429,0.8571,0
1,22,104,H01_0022_04,3,19,3,16,2,io_bound,1,0.68,3.19,10,2,24,1,3,17,0,0.6182,4,8,1,3,4,0.1579,0.8421,0
1,22,104,H01_0022_05,6,34,31,3,4,cpu_bound,0,0.0,0.0,0,3,37,1,6,37,0,0.9436,8,8,1,3,4,0.9118,0.0882,0
1,22,104,H01_0022_06,10,34,11,23,5,batch,0,0.0,0.0,0,3,65,1,8,13,0,1,8,8,1,3,4,0.3235,0.6765,0
1,22,104,H01_0022_07,98,46,26,20,4,cpu_bound,0,0.0,0.0,0,3,4,1,4,7,0,0.1636,8,8,1,3,4,0.5652,0.4348,0
1,22,104,H01_0022_08,40,6,0,6,2,tempo_real,0,0.0,0.0,0,1,25,0,0,0,1,0.7564,2,8,1,3,4,0.0,1.0,1
1,23,398,H01_0023_01,140,42,7,35,4,cpu_bound,0,0.0,0.0,0,3,101,1,2,85,0,1,8,9,4,2,3,0.1667,0.8333,0
1,23,398,H01_0023_02,262,15,13,2,2,interativo,0,0.0,0.0,0,1,70,1,5,8,1,1,3,9,4,2,3,0.8667,0.1333,0
1,23,398,H01_0023_03,311,5,4,1,1,interativo,1,0.58,2.3,2,1,78,1,1,55,1,1,3,9,4,2,3,0.8,0.2,1
1,23,398,H01_0023_04,169,20,2,18,3,io_bound,1,0.69,4.34,8,2,154,1,1,53,0,1,4,9,4,2,3,0.1,0.9,0
1,23,398,H01_0023_05,96,6,3,3,1,tempo_real,0,0.0,0.0,0,1,34,1,1,32,1,0.9655,2,9,4,2,3,0.5,0.5,0
1,23,398,H01_0023_06,383,47,30,17,5,batch,0,0.0,0.0,0,3,1,1,4,4,0,0.0636,8,9,4,2,3,0.6383,0.3617,0
1,23,398,H01_0023_07,124,5,1,4,1,tempo_real,1,0.11,0.12,2,1,64,1,1,58,1,1,2,9,4,2,3,0.2,0.8,0
1,23,398,H01_0023_08,144,19,7,12,2,io_bound,1,0.89,2.66,5,2,22,1,2,26,0,0.5818,4,9,4,2,3,0.3684,0.6316,0
1,23,398,H01_0023_09,277,55,36,19,4,cpu_bound,0,0.0,0.0,0,3,83,1,9,61,0,1,8,9,4,2,3,0.6545,0.3455,0
1,24,25,H01_0024_01,15,28,1,27,5,batch,1,0.35,3.14,12,3,1,1,1,0,0,0.0636,8,8,4,1,3,0.0357,0.9643,0
1,24,25,H01_0024_02,18,48,33,15,5,batch,0,0.0,0.0,0,3,3,1,4,2,0,0.1,8,8,4,1,3,0.6875,0.3125,0
1,24,25,H01_0024_03,9,24,4,20,5,cpu_bound,0,0.0,0.0,0,3,8,1,1,1,0,0.1909,8,8,4,1,3,0.1667,0.8333,0
1,24,25,H01_0024_04,4,13,5,8,1,interativo,0,0.0,0.0,0,1,17,1,3,14,1,0.6564,3,8,4,1,3,0.3846,0.6154,0
1,24,25,H01_0024_05,0,14,9,5,2,interativo,1,0.35,1.33,6,1,25,1,1,4,1,0.7564,3,8,4,1,3,0.6429,0.3571,0
1,24,25,H01_0024_06,23,4,2,2,1,tempo_real,0,0.0,0.0,0,1,0,1,1,5,1,0.3473,2,8,4,1,3,0.5,0.5,0
1,24,25,H01_0024_07,2,12,11,1,4,misto,0,0.0,0.0,0,2,23,1,4,18,0,0.5091,4,8,4,1,3,0.9167,0.0833,0
1,24,25,H01_0024_08,24,7,6,1,2,tempo_real,0,0.0,0.0,0,1,1,1,4,6,1,0.32,2,8,4,1,3,0.8571,0.1429,1
1,25,194,H01_0025_01,74,18,17,1,4,io_bound,1,0.82,4.6,12,2,49,1,3,7,0,0.9818,4,8,3,3,2,0.9444,0.0556,0
1,25,194,H01_0025_02,144,6,3,3,1,tempo_real,0,0.0,0.0,0,1,40,1,2,25,1,1,2,8,3,3,2,0.5,0.5,0
1,25,194,H01_0025_03,20,14,8,6,4,misto,1,0.5,1.83,5,2,159,1,8,20,0,1,4,8,3,3,2,0.5714,0.4286,1
1,25,194,H01_0025_04,123,11,4,7,3,interativo,1,0.55,1.23,2,1,25,1,4,11,1,0.7109,3,8,3,3,2,0.3636,0.6364,0
1,25,194,H01_0025_05,56,38,10,28,4,cpu_bound,0,0.0,0.0,0,3,99,1,2,21,0,1,8,8,3,3,2,0.2632,0.7368,0
1,25,194,H01_0025_06,176,56,50,6,4,batch,1,0.42,3.32,12,3,13,1,6,0,0,0.3273,8,8,3,3,2,0.8929,0.1071,0
1,25,194,H01_0025_07,36,18,1,17,2,io_bound,1,0.57,3.54,12,2,10,1,1,15,0,0.3636,4,8,3,3,2,0.0556,0.9444,0
1,25,194,H01_0025_08,63,6,4,2,2,tempo_real,1,0.1,0.74,1,1,26,1,2,9,1,0.7745,2,8,3,3,2,0.6667,0.3333,0
2,26,271,H02_0026_01,266,13,11,2,2,io_bound,1,0.81,5.72,9,2,3,1,6,2,0,0.2364,4,7,1,6,0,0.8462,0.1538,0
2,26,271,H02_0026_02,127,8,3,5,2,io_bound,1,0.9,3.54,12,2,14,1,1,17,0,0.4364,4,7,1,6,0,0.375,0.625,0
2,26,271,H02_0026_03,65,13,8,5,3,misto,0,0.0,0.0,0,2,161,1,8,41,0,1,4,7,1,6,0,0.6154,0.3846,1
2,26,271,H02_0026_04,9,26,22,4,3,misto,1,0.63,3.42,4,2,35,1,4,23,0,0.7727,4,7,1,6,0,0.8462,0.1538,0
2,26,271,H02_0026_05,65,13,5,8,3,io_bound,1,0.67,2.62,6,2,126,1,2,18,0,1,4,7,1,6,0,0.3846,0.6154,0
2,26,271,H02_0026_06,93,10,8,2,3,misto,1,0.54,1.74,4,2,75,1,2,34,0,1,4,7,1,6,0,0.8,0.2,0
2,26,271,H02_0026_07,1,16,8,8,2,interativo,0,0.0,0.0,0,1,11,1,6,6,1,0.5018,3,7,1,6,0,0.5,0.5,0
2,27,6,H02_0027_01,3,22,11,11,5,batch,1,0.25,1.58,12,3,2,1,2,5,0,0.0818,8,8,1,2,5,0.5,0.5,0
2,27,6,H02_0027_02,1,15,3,12,2,interativo,0,0.0,0.0,0,1,3,1,3,4,1,0.3564,3,8,1,2,5,0.2,0.8,1
2,27,6,H02_0027_03,4,44,20,24,5,batch,1,0.36,3.17,8,3,2,1,2,2,0,0.0818,8,8,1,2,5,0.4545,0.5455,0
2,27,6,H02_0027_04,3,18,12,6,3,io_bound,1,0.82,4.41,9,2,3,1,5,7,0,0.1909,4,8,1,2,5,0.6667,0.3333,0
2,27,6,H02_0027_05,3,32,16,16,5,batch,1,0.28,1.63,7,3,1,1,7,3,0,0.0636,8,8,1,2,5,0.5,0.5,0
2,27,6,H02_0027_06,0,50,49,1,5,batch,1,0.29,2.56,10,3,1,1,4,6,0,0.0636,8,8,1,2,5,0.98,0.02,0
2,27,6,H02_0027_07,4,8,0,8,3,io_bound,1,0.63,5.59,9,2,2,0,0,0,0,0.1727,4,8,1,2,5,0.0,1.0,0
2,27,6,H02_0027_08,5,41,17,24,4,cpu_bound,0,0.0,0.0,0,3,0,1,7,4,0,0.0909,8,8,1,2,5,0.4146,0.5854,0
2,28,145,H02_0028_01,76,10,1,9,2,interativo,1,0.32,2.38,4,1,4,1,1,2,1,0.3745,3,3,2,1,0,0.1,0.9,0
2,28,145,H02_0028_02,2,7,4,3,3,interativo,0,0.0,0.0,0,1,8,1,3,6,1,0.4018,3,3,2,1,0,0.5714,0.4286,0
